,Station Name,ID,Lat.,Lon.,GLOSS ID  ,Country  ,Date,Coastline  ,Station  
979,MURMANSK,684,68.967,33.05,274.0,RUS,17/01/2017,30,18
980,MURMANSK II,687,68.967,33.05,274.0,RUS,17/01/2003,30,19
981,POLYARNIY,2027,69.2,33.483,,RUS,20/07/2010,30,20
982,TERIBERKA,2028,69.2,35.117,,RUS,20/07/2010,30,23
983,LINAKHAMARI,365,69.65,31.367,,RUS,01/01/1980,30,25
984,MYS PIKSHUEVA,2026,69.55,32.433,,RUS,20/07/2010,30,30
985,BOLVANSKII NOS (FEDOROVA),651,70.45,59.083,,RUS,06/01/2003,30,305
986,UGORSKII SHAR (UGORSKII SHAR PROLIV),622,69.817,60.75,,RUS,06/01/2003,30,308
987,AMDERMA,599,69.75,61.7,,RUS,08/12/2014,30,310
988,UST KARA,600,69.25,64.517,,RUS,08/12/2014,30,315
989,MORZHOVAIA (HARASAVEI MYS),732,71.417,67.583,,RUS,16/05/2013,30,318
990,ZHELANIA II (ZHELANIA MYS),647,76.95,68.55,,RUS,06/01/2003,30,321
991,POPOVA (BELYI OSTROV),653,73.333,70.05,,RUS,06/01/2003,30,325
992,TADIBE-IAHA,767,70.367,72.567,,RUS,06/01/2003,30,328
993,SE-LAHA,1200,70.15,72.567,,RUS,06/01/2003,30,331
994,ANTIPAIUTA,1128,69.083,76.85,,RUS,06/01/2003,30,335
995,VISE (VISE OSTROV),704,79.5,76.983,,RUS,08/12/2014,30,338
996,LESKINA (LESKINA MYS),654,72.317,79.567,,RUS,06/01/2003,30,340
997,DIKSON,611,73.5,80.4,312.0,RUS,13/08/2013,30,345
998,UEDINENIA (UEDINENIA OSTROV),707,77.5,82.2,,RUS,06/01/2003,30,348
999,SOPOCHNAIA KARGA,917,71.867,82.7,,RUS,08/12/2014,30,351
1000,IZVESTIA TSIK (IZVESTIA TSIK OSTROVA),728,75.95,82.95,,RUS,08/12/2014,30,360
1001,STERLEGOVA (STERLEGOVA MYS),612,75.417,88.9,,RUS,13/08/2013,30,365
1002,ISACHENKO (ISACHENKO OSTROV),734,77.15,89.2,,RUS,06/01/2003,30,370
1003,GOLOMIANYI (GOLOMIANYI OSTROV),729,79.55,90.617,,RUS,13/08/2013,30,374
1004,PRAVDY (PRAVDY OSTROV),615,76.267,94.767,,RUS,06/01/2003,30,378
1005,RUSSKII (RUSSKII OSTROV),655,77.167,96.433,,RUS,06/01/2003,30,380
1006,KRASNOFLOTSKIE (KRASNOFLOTSKIE OSTROVA),738,78.6,98.833,,RUS,16/05/2013,30,385
1007,GEIBERGA (GEIBERGA OSTROV),648,77.6,101.517,,RUS,06/01/2003,30,387
1008,SOLNECHNAIA (SOLNECHNAIA BUKHTA),656,78.2,103.267,,RUS,06/01/2003,30,390
1009,FEDOROVA (CHELUSKIN MYS),601,77.717,104.3,,RUS,13/08/2013,30,392
1010,KOSYSTYI (KOSYSTYI MYS),736,73.65,109.733,,RUS,06/01/2003,30,394
1011,SVIATOI NOS (SVIATOI NOS MYS),657,72.833,140.733,,RUS,06/01/2003,30,397
1012,PESCHANYI (PESCHANYI MYS),1006,79.433,102.483,,RUS,08/01/2003,30,405
1013,ANDREIA (ANDREIA OSTROV),646,76.8,110.75,,RUS,08/01/2003,30,410
1014,MALYI TAIMYR (MALYI TAIMYR OSTROV),620,78.083,106.817,,RUS,08/01/2003,30,414
1015,PREOBRAZHENIA (PREOBRAZHENIA OSTROV),652,74.667,112.933,,RUS,08/01/2003,30,418
1016,MARII PRONCHISHEVOI (BUKHTA),667,75.533,113.433,,RUS,08/01/2003,30,420
1017,ANABAR,1780,73.217,113.5,,RUS,08/12/2014,30,425
1018,TERPIAI-TUMSA,790,73.55,118.667,,RUS,08/01/2003,30,430
1019,UST OLENEK,610,73.0,119.867,,RUS,08/01/2003,30,435
1020,DUNAI (DUNAI OSTROV),640,73.933,124.5,,RUS,13/08/2013,30,440
1021,SAGYLLAH-ARY,1019,73.15,128.883,,RUS,08/01/2003,30,443
1022,TIKSI (TIKSI BUKHTA),569,71.583,128.917,313.0,RUS,13/08/2013,30,447
1023,BYKOV MYS (BYKOV MYS),1399,72.0,129.117,,RUS,08/01/2003,30,449
1024,MALYSHEVA (MALYSHEVA OSTROV),741,72.067,129.833,,RUS,08/01/2003,30,452
1025,MUOSTAH ( MUOSTAH OSTROV),649,71.55,130.033,,RUS,08/01/2003,30,455
1026,NAIBA,1497,70.85,130.75,,RUS,08/01/2003,30,460
1027,BUORHAIA (BUORHAIA MYS),735,71.95,132.767,,RUS,08/01/2003,30,464
1028,UADEI,709,71.517,136.417,,RUS,08/01/2003,30,468
1029,KOTELNYI (KOTELNYI OSTROV),641,76.0,137.867,,RUS,08/12/2014,30,475
1030,SANNIKOVA (SANNIKOVA PROLIV),602,74.667,138.9,,RUS,08/12/2014,30,480
1031,KIGILIAH,642,73.333,139.867,,RUS,08/12/2014,30,485
1032,ZEMLIA BUNGE,658,74.883,142.117,,RUS,13/01/2003,30,510
1033,SHALAUROVA (SHALAUROVA MYS),603,73.183,143.233,,RUS,13/08/2013,30,516
1034,NEMKOVA (NEMKOVA OSTROV),797,71.417,150.75,,RUS,16/01/2003,30,521
1035,ZHOHOVA (ZHOHOVA OSTROV),937,76.15,152.833,,RUS,13/01/2003,30,528
1036,AMBARCHIK,604,69.617,162.3,,RUS,08/12/2014,30,535
1037,CHETYREHSTOLBOVOI,650,70.633,162.483,,RUS,16/01/2003,30,550
1038,RAU-CHUA,605,69.5,166.583,,RUS,08/12/2014,30,556
1039,AION,730,69.933,167.983,,RUS,13/07/2010,30,560
1040,PEVEK,606,69.7,170.25,,RUS,08/12/2014,30,567
1041,VALKARKAI,792,70.083,170.933,,RUS,16/01/2003,30,570
1042,BILLINGA,708,69.883,175.767,,RUS,16/01/2003,30,578
1043,MYS SHMIDTA,616,68.9,-179.367,,RUS,16/01/2003,30,610
1044,VRANGELIA (VRANGELIA OSTROV),608,70.983,-178.483,,RUS,16/01/2003,30,620
1045,VANKAREM,607,67.833,-175.833,,RUS,13/08/2013,30,630
1046,KOLUCHIN,621,67.483,-174.65,,RUS,16/01/2003,30,640
1047,NETTEN,613,66.967,-171.933,,RUS,16/01/2003,30,650
1048,RATMANOVA,617,66.85,-169.133,,RUS,16/01/2003,30,670
1049,PROVIDENIA,662,64.417,-173.233,309.0,RUS,16/01/2003,30,725
1050,SUR SARI,227,60.083,26.983,,RUS,01/01/1980,80,1
1051,VYBORG,83,60.7,28.733,,RUS,01/01/1980,80,2
1052,PRIMORSK,237,60.35,28.617,,RUS,01/01/1980,80,4
1053,PIONERSKY,1719,54.7,20.483,,RUS,19/07/1995,80,179
1054,KALININGRAD,289,54.95,20.217,97.0,RUS,29/06/1988,80,181
1055,TUAPSE,215,44.1,39.067,98.0,RUS,17/01/2017,300,1
1056,YUZHNO KURILSK,546,44.017,145.867,90.0,RUS,25/01/1996,630,1
1057,NAGAEVO,827,59.55,150.717,92.0,RUS,17/01/2017,630,11
1058,PETROPAVLOVSK-KAMCHATSKY,824,52.983,158.65,93.0,RUS,17/01/2017,630,21
1059,ENGLISH BAY (ASCENSION ISLAND),1831,-7.893,-14.386,263.0,SHN,02/10/2014,402,1
1060,JAMESTOWN LANDING STEPS,1845,-15.921,-5.718,264.0,SHN,03/06/2014,425,1
1061,SAINT PIERRE ET MIQUELON,2246,46.779,-56.168,,SPM,04/04/2017,970,115
1062,APIA B,1840,-13.827,-171.761,,WSM,25/01/2017,746,2
1063,DAKAR,476,14.633,-17.45,253.0,SEN,01/01/1980,390,1
1064,DAKAR 2,1816,14.683,-17.417,253.0,SEN,03/11/2015,390,2
1065,POINT LA RUE,1846,-4.667,55.533,339.0,SYC,03/11/2015,442,7
1066,VICTORIA DOCK,1183,1.267,103.85,44.0,SGP,26/05/1988,555,1
1067,TANJONG PAGAR,1746,1.267,103.85,44.0,SGP,26/04/2017,555,2
1068,KEPPEL HARBOUR,1534,1.267,103.817,44.0,SGP,09/06/1992,555,3
1069,BUKOM,2032,1.226,103.778,,SGP,26/04/2017,555,10
1070,RAFFLES LIGHT HOUSE,1351,1.167,103.75,,SGP,26/04/2017,555,11
1071,UBIN,2068,1.419,103.928,,SGP,26/04/2017,555,15
1072,TANJONG CHANGI,2033,1.39,103.999,,SGP,26/04/2017,555,20
1073,SULTAN SHOAL,1248,1.233,103.65,,SGP,26/04/2017,555,21
1074,TANAH MERAH,2034,1.312,103.988,,SGP,26/04/2017,555,30
1075,JURONG,1275,1.3,103.717,,SGP,15/08/2005,555,31
1076,TUAS (WEST JURONG),1894,1.283,103.667,,SGP,21/01/2014,555,35
1077,SEMBAWANG,724,1.467,103.833,,SGP,26/04/2017,555,51
1078,WEST COAST,1895,1.3,103.767,,SGP,26/04/2017,555,81
1079,WEST TUAS,1896,1.344,103.634,,SGP,26/04/2017,555,91
1080,KOPER,1009,45.548,13.725,,SVN,18/12/1997,279,2
1081,LUKA KOPER,1817,45.548,13.725,,SVN,13/03/2007,279,3
1082,HONIARA II,1373,-9.433,159.95,66.0,SLB,07/11/1996,734,2
1083,HONIARA-B,1861,-9.429,159.955,66.0,SLB,25/01/2017,734,4
1084,PORT NOLLOTH,836,-29.257,16.868,,ZAF,23/02/2017,430,21
1085,STOMPNEUS BAY,882,-32.717,17.983,,ZAF,01/01/1980,430,31
1086,SALAMANDER,1427,-33.067,18.0,,ZAF,02/10/1995,430,37
1087,CAPE TOWN (GRANGER BAY),1195,-33.905,18.435,,ZAF,23/02/2017,430,45
1088,TABLE BAY HARBOUR,866,-33.917,18.433,,ZAF,27/03/2013,430,51
1089,SIMONS BAY,826,-34.188,18.44,268.0,ZAF,23/02/2017,430,61
1090,HERMANUS,928,-34.433,19.233,,ZAF,01/01/1980,430,71
1091,MOSSEL BAY,910,-34.179,22.135,,ZAF,23/02/2017,430,81
1092,KNYSNA,950,-34.049,23.046,,ZAF,23/02/2017,430,86
1093,PORT ELIZABETH,820,-33.951,25.63,76.0,ZAF,23/02/2017,430,88
1094,EAST LONDON,1192,-33.027,27.932,,ZAF,23/02/2017,430,90
1095,DURBAN,284,-29.874,31.051,13.0,ZAF,23/02/2017,430,91
1096,RICHARDS BAY,1443,-28.812,32.079,,ZAF,23/02/2017,430,95
1097,PASAJES,561,43.317,-1.917,,ESP,01/01/1980,200,1
1098,BILBAO,1806,43.352,-3.045,,ESP,03/01/2017,200,6
1099,SANTANDER I,485,43.461,-3.791,,ESP,07/02/2017,200,11
1100,SANTANDER II,1051,43.467,-3.767,,ESP,01/01/1980,200,12
1101,SANTANDER III,1807,43.461,-3.791,,ESP,03/01/2017,200,13
1102,GIJON II,1871,43.558,-5.698,,ESP,03/01/2017,200,22
1103,LA CORUNA I,484,43.369,-8.398,243.0,ESP,07/02/2017,200,30
1104,LA CORUNA II,763,43.367,-8.4,243.0,ESP,30/11/1998,200,31
1105,LA CORUNA III,1808,43.357,-8.389,243.0,ESP,03/01/2017,200,32
1106,LANGOSTEIRA,2308,43.347,-8.53,,ESP,10/01/2017,200,33
1107,FERROL 2,2053,43.476,-8.249,,ESP,03/01/2017,200,35
1108,VILLAGARCIA,1897,42.6,-8.767,,ESP,03/01/2017,200,36
1109,MARIN,2181,42.406,-8.691,,ESP,10/01/2017,200,38
1110,VIGO,483,42.238,-8.731,,ESP,07/02/2017,200,41
1111,VIGO II,1898,42.243,-8.726,,ESP,03/01/2017,200,42
1112,CADIZ II,209,36.533,-6.317,,ESP,26/06/2013,220,2
1113,CADIZ III,985,36.54,-6.286,,ESP,07/02/2017,220,3
1114,HUELVA,1883,37.132,-6.834,,ESP,03/01/2017,220,5
1115,BONANZA,1809,36.802,-6.338,,ESP,04/01/2017,220,8
1116,SEVILLA-ESCLUSA,2047,37.332,-5.995,,ESP,17/04/2013,220,10
1117,ALGECIRAS,490,36.117,-5.433,,ESP,20/11/2006,220,11
1118,ALGECIRAS B,2117,36.121,-5.437,,ESP,07/02/2017,220,12
1119,ALGECIRAS 2,2055,36.177,-5.398,,ESP,04/01/2017,220,15
1120,TARIFA,488,36.009,-5.603,,ESP,07/02/2017,220,21
1121,TARIFA 2,2054,36.006,-5.604,,ESP,04/01/2017,220,24
1122,MALAGA,496,36.713,-4.415,,ESP,27/04/2015,220,31
1123,MALAGA II,1810,36.712,-4.417,,ESP,04/01/2017,220,32
1124,MOTRIL 2,1940,36.72,-3.524,,ESP,04/01/2017,220,35
1125,ALMERIA,1455,36.833,-2.483,,ESP,11/11/1998,220,41
1126,ALMERIA 2,2056,36.83,-2.478,,ESP,04/01/2017,220,44
1127,CARTAGENA,1460,37.6,-0.967,,ESP,07/04/1989,220,46
1128,ALICANTE I,208,38.333,-0.483,,ESP,11/11/1998,220,51
1129,ALICANTE II,960,38.333,-0.483,,ESP,11/11/1998,220,52
1130,VALENCIA,1813,39.442,-0.311,,ESP,04/01/2017,220,56
1131,GANDIA,2058,38.995,-0.151,,ESP,04/01/2017,220,58
1132,SAGUNTO,2059,39.634,-0.206,,ESP,04/01/2017,220,60
1133,BARCELONA,1811,41.342,2.166,,ESP,04/01/2017,220,61
1134,TARRAGONA,2182,41.079,1.213,,ESP,10/01/2017,220,62
1135,L'ESTARTIT,1764,42.05,3.2,,ESP,17/05/2016,220,81
1136,PALMA,1087,39.55,2.62,,ESP,22/06/2011,225,1
1137,PALMA DE MALLORCA,1892,39.551,2.639,,ESP,07/02/2017,225,11
1138,PALMA DE MALLORCA 2,2061,39.56,2.637,,ESP,04/01/2017,225,12
1139,ALCUDIA,2063,39.835,3.139,,ESP,04/01/2017,225,14
1140,MAHON,2062,39.893,4.271,,ESP,04/01/2017,225,16
1141,IBIZA,1932,38.911,1.45,,ESP,04/01/2017,225,21
1142,FORMENTERA,2060,38.735,1.419,,ESP,04/01/2017,225,22
1143,CEUTA,498,35.892,-5.316,249.0,ESP,07/02/2017,340,1
1144,MELILLA,2057,35.291,-2.929,,ESP,04/01/2017,340,3
1145,ARRECIFE,593,28.972,-13.53,,ESP,07/02/2017,370,1
1146,ARRECIFE-D,1710,28.95,-13.567,,ESP,15/05/2002,370,4
1147,FUERTEVENTURA,2048,28.493,-13.858,,ESP,04/01/2017,370,6
1148,HIERRO,2051,27.784,-17.902,,ESP,04/01/2017,370,9
1149,ARRECIFE 2,2066,28.972,-13.53,,ESP,04/01/2017,370,10
1150,SANTA CRUZ DE LA PALMA,585,28.683,-17.75,,ESP,01/01/1980,370,11
1151,SANTA CRUZ DE LA PALMA B,568,28.672,-17.769,,ESP,07/02/2017,370,15
1152,LA PALMA,2064,28.678,-17.768,,ESP,04/01/2017,370,18
1153,LA GOMERA,2065,28.088,-17.108,,ESP,04/01/2017,370,20
1154,SANTA CRUZ DE TENERIFE I,303,28.483,-16.233,,ESP,17/11/1993,370,21
1155,TENERIFE,1803,28.483,-16.233,,ESP,04/01/2017,370,32
1156,GRANADILLA,2050,28.085,-16.49,,ESP,24/01/2013,370,34
1157,"LAS PALMAS, PUERTO DE LA LUZ",590,28.167,-15.417,251.0,ESP,25/11/1993,370,41
1158,LAS PALMAS C (PUERTO DE LA LUZ),565,28.147,-15.408,251.0,ESP,07/02/2017,370,45
1159,LAS PALMAS D,1802,28.141,-15.412,251.0,ESP,04/01/2017,370,46
1160,ARINAGA,2049,27.847,-15.401,,ESP,24/01/2013,370,48
1161,PORT SUDAN,1690,19.633,37.117,,SDN,27/02/1995,477,1
1162,BARENTSBURG,541,78.067,14.25,231.0,SJM,17/01/2017,25,1
1163,BARENTSBURG II (SPITSBERGEN),547,78.067,14.25,231.0,SJM,17/01/2003,25,2
1164,NY-ALESUND,1421,78.929,11.938,345.0,SJM,08/09/2016,25,21
1165,STROMSTAD,140,58.95,11.183,,SWE,06/11/1991,50,1
1166,KUNGSVIK,2113,58.997,11.127,,SWE,01/03/2017,50,9
1167,SMOGEN,179,58.354,11.218,,SWE,01/03/2017,50,11
1168,BACKEVIK,97,58.367,11.25,,SWE,01/01/1980,50,21
1169,STENUNGSUND,2112,58.093,11.833,,SWE,01/03/2017,50,24
1170,GOTEBORG-RINGON,2133,57.717,11.967,,SWE,01/11/2012,50,30
1171,GOTEBORG - KLIPPAN,74,57.683,11.9,,SWE,01/03/2012,50,31
1172,GOTEBORG - TORSHAMNEN,1236,57.685,11.791,233.0,SWE,01/03/2017,50,32
1173,RINGHALS,2111,57.25,12.113,,SWE,01/03/2017,50,35
1174,VARBERG,73,57.1,12.217,,SWE,01/01/1980,50,41
1175,KLAGSHAMN,330,55.522,12.894,,SWE,01/03/2017,50,51
1176,SKANOR,2108,55.417,12.829,,SWE,01/03/2017,50,56
1177,LIMHAMN,323,55.583,12.933,,SWE,01/01/1980,50,61
1178,BARSEBACK,2109,55.756,12.903,,SWE,01/03/2017,50,64
1179,VIKEN,2110,56.142,12.579,,SWE,01/03/2017,50,66
1180,YSTAD,72,55.417,13.817,,SWE,29/07/1988,50,71
1181,SIMRISHAMN,2107,55.558,14.358,,SWE,01/03/2017,50,74
1182,KUNGSHOLMSFORT,70,56.105,15.589,,SWE,01/03/2017,50,81
1183,OSKARSHAMN,2106,57.275,16.478,,SWE,01/03/2017,50,85
1184,OLANDS NORRA UDDE,69,57.366,17.097,,SWE,01/03/2017,50,91
1185,VISBY,2105,57.639,18.284,,SWE,01/03/2017,50,96
1186,NEDRE NYKOPING,170,58.75,17.017,,SWE,01/01/1980,50,111
1187,MARVIKEN,2104,58.554,16.837,,SWE,01/03/2017,50,115
1188,LANDSORT,68,58.742,17.865,,SWE,01/03/2012,50,121
1189,LANDSORT NORRA,2132,58.769,17.859,,SWE,01/03/2017,50,123
1190,NEDRE SODERTALJE,31,59.2,17.617,,SWE,06/11/1991,50,131
1191,STOCKHOLM,78,59.324,18.082,341.0,SWE,01/03/2017,50,141
1192,GRONSKAR,77,59.283,19.033,,SWE,06/11/1991,50,151
1193,FORSMARK,2103,60.409,18.211,,SWE,01/03/2017,50,155
1194,BJORN,90,60.633,17.967,,SWE,01/01/1980,50,161
1195,NEDRE GAVLE,99,60.683,17.167,,SWE,06/11/1991,50,171
1196,DRAGHALLAN,122,62.367,17.533,,SWE,01/01/1980,50,181
1197,SPIKARNA,1211,62.363,17.531,,SWE,01/03/2017,50,183
1198,SKAGSUDDE,2102,63.191,19.013,,SWE,01/03/2017,50,187
1199,RATAN,88,63.986,20.895,,SWE,01/03/2017,50,191
1200,FURUOGRUND,203,64.916,21.231,,SWE,01/03/2017,50,201
1201,KALIX,2101,65.697,23.096,,SWE,01/03/2017,50,205
1202,KEELUNG II,545,25.133,121.733,,TWN,28/04/1998,612,2
1203,KAOHSIUNG II,1356,22.533,120.317,,TWN,28/04/1998,612,12
1204,ZANZIBAR,1600,-6.15,39.183,297.0,TZA,03/11/2015,460,16
1205,KO TAPHAO NOI,446,7.833,98.433,42.0,THA,17/07/2017,545,1
1206,PANWA CAPE,2230,7.801,98.406,,THA,02/07/2015,545,2
1207,KO MATTAPHON,1792,10.45,99.25,,THA,17/07/2017,600,11
1208,KO LAK,174,11.8,99.817,39.0,THA,17/07/2017,600,21
1209,FORT PHRACHULA CHOMKLAO (POM PHRACHUN),444,13.55,100.583,,THA,17/07/2017,600,41
1210,KO SICHANG,449,13.15,100.817,,THA,28/05/2003,600,51
1211,NUKU'ALOFA B,1842,-21.137,-175.181,125.0,TON,25/01/2017,744,2
1212,PORT OF SPAIN,415,10.65,-61.517,203.0,TTO,15/11/1999,890,1
1213,TRABZON II,1927,41.0,39.733,,TUR,28/06/2010,310,13
1214,IGNEDA,1926,41.883,28.017,,TUR,09/07/2013,310,18
1215,AMASRA,1919,41.433,32.233,,TUR,24/06/2010,310,26
1216,MARMARA EREGLISI,2010,40.967,27.967,,TUR,28/06/2010,310,37
1217,ERDEK,1598,40.383,27.85,,TUR,09/07/2013,310,38
1218,MENTES/IZMIR,1679,38.433,26.717,,TUR,09/07/2013,310,42
1219,BODRUM II,1680,37.033,27.417,,TUR,09/07/2013,310,46
1220,ANTALYA II,1681,36.833,30.617,,TUR,09/07/2013,310,52
1221,ISKENDERUN II,2020,36.594,36.181,,TUR,28/06/2010,310,66
1222,ERDEMLI,2009,36.567,34.25,,TUR,28/06/2010,310,71
1223,FUNAFUTI,1452,-8.533,179.217,121.0,TUV,17/10/2002,732,11
1224,FUNAFUTI B,1839,-8.502,179.195,121.0,TUV,25/01/2017,732,12
1225,SEVASTOPOL,42,44.617,33.533,,UKR,03/02/1998,298,41
1226,LERWICK,830,60.154,-1.14,236.0,GBR,28/06/2017,170,1
1227,WICK,1109,58.441,-3.086,,GBR,28/06/2017,170,5
1228,INVERGORDON,944,57.683,-4.167,,GBR,01/01/1980,170,7
1229,BUCKIE,1281,57.667,-2.967,,GBR,07/04/1992,170,9
1230,ABERDEEN I,361,57.144,-2.077,,GBR,28/06/2017,170,11
1231,ABERDEEN II,21,57.15,-2.083,,GBR,01/01/1980,170,12
1232,ROSYTH,1074,56.017,-3.45,,GBR,29/03/1994,170,27
1233,LEITH,802,55.983,-3.167,,GBR,04/08/1989,170,31
1234,LEITH II,1526,55.99,-3.182,,GBR,28/06/2017,170,32
1235,DUNBAR,190,56.006,-2.517,,GBR,01/01/1980,170,41
1236,NORTH SHIELDS,95,55.007,-1.44,,GBR,28/06/2017,170,53
1237,WHITBY,1505,54.49,-0.615,,GBR,28/06/2017,170,56
1238,IMMINGHAM,286,53.63,-0.187,,GBR,06/05/2015,170,61
1239,CROMER,1632,52.934,1.302,,GBR,28/06/2017,170,66
1240,LOWESTOFT,754,52.473,1.75,,GBR,28/06/2017,170,68
1241,FELIXSTOWE,214,51.958,1.347,,GBR,14/05/2012,170,71
1242,HARWICH,742,51.948,1.292,,GBR,28/06/2017,170,73
1243,WALTON ON THE NAZE,1224,51.85,1.267,,GBR,20/02/1991,170,74
1244,SOUTHEND,334,51.514,0.724,,GBR,17/05/2016,170,81
1245,TILBURY,335,51.467,0.367,,GBR,20/02/1991,170,83
1246,TOWER PIER,336,51.5,0.083,,GBR,18/10/2016,170,92
1247,SHEERNESS,3,51.446,0.743,,GBR,31/05/2016,170,101
1248,HERNE BAY,2276,51.382,1.116,,GBR,08/03/2016,170,102
1249,DEAL,2277,51.224,1.409,,GBR,08/03/2016,170,108
1250,DOVER,255,51.114,1.323,,GBR,28/06/2017,170,111
1251,NEWHAVEN,1548,50.782,0.057,,GBR,28/06/2017,170,119
1252,PORTSMOUTH,350,50.802,-1.111,,GBR,28/06/2017,170,131
1253,ARUN PLATFORM,2280,50.77,-0.492,,GBR,08/03/2016,170,132
1254,SANDOWN PIER,2278,50.651,-1.153,,GBR,08/03/2016,170,134
1255,LYMINGTON,2281,50.74,-1.507,,GBR,28/09/2016,170,136
1256,SWANAGE PIER,2279,50.609,-1.949,,GBR,08/03/2016,170,138
1257,BOURNEMOUTH,1878,50.714,-1.875,,GBR,02/07/2014,170,146
1258,WEYMOUTH,1773,50.609,-2.448,,GBR,28/06/2017,170,150
1259,WEST BAY HARBOUR,2282,50.709,-2.764,,GBR,28/09/2016,170,152
1260,TEIGNMOUTH PIER,2283,50.544,-3.492,,GBR,08/03/2016,170,154
1261,DEVONPORT,982,50.368,-4.185,,GBR,28/06/2017,170,157
1262,NEWLYN,202,50.103,-5.543,241.0,GBR,28/06/2017,170,161
1263,PORT ISAAC,2284,50.594,-4.834,,GBR,08/03/2016,170,162
1264,ST. MARYS,1855,49.918,-6.317,,GBR,31/05/2016,170,163
1265,ILFRACOMBE,1214,51.211,-4.112,,GBR,31/05/2016,170,166
1266,HINKLEY POINT,1758,51.211,-3.131,,GBR,28/06/2017,170,168
1267,PORTBURY,2011,51.5,-2.728,,GBR,28/06/2017,170,170
1268,AVONMOUTH,257,51.508,-2.713,,GBR,27/01/2016,170,171
1269,SEVERN BRIDGE,2285,51.57,-2.7,,GBR,08/03/2016,170,172
1270,NEWPORT,1832,51.55,-2.987,,GBR,28/06/2017,170,173
1271,SWANSEA,967,51.617,-3.917,,GBR,25/10/1989,170,178
1272,MUMBLES,1732,51.57,-3.975,,GBR,06/05/2015,170,179
1273,MILFORD HAVEN (NEWTON NOYES),66,51.7,-5.017,,GBR,20/02/1987,170,181
1274,MILFORD HAVEN (HAKIN),1700,51.707,-5.052,,GBR,28/06/2017,170,182
1275,FISHGUARD,939,52.013,-4.984,,GBR,18/03/1991,170,183
1276,FISHGUARD II,1731,52.013,-4.984,,GBR,28/06/2017,170,184
1277,BARMOUTH,1771,52.719,-4.045,,GBR,31/05/2016,170,187
1278,HOLYHEAD,5,53.314,-4.62,,GBR,28/06/2017,170,191
1279,LLANDUDNO,1854,53.332,-3.825,,GBR,28/06/2017,170,196
1280,BIRKENHEAD (ALFRED DOCK),765,53.4,-3.017,,GBR,25/06/1992,170,201
1281,LIVERPOOL GEORGES AND PRINCES PIERS,15,53.4,-3.0,,GBR,27/01/2016,170,211
1282,LIVERPOOL (GLADSTONE DOCK),1774,53.45,-3.018,,GBR,28/06/2017,170,214
1283,HEYSHAM,936,54.032,-2.92,,GBR,31/05/2016,170,225
1284,WORKINGTON,1794,54.651,-3.567,,GBR,28/06/2017,170,228
1285,PORTPATRICK,1215,54.843,-5.12,,GBR,02/07/2012,170,236
1286,MILLPORT,755,55.75,-4.906,,GBR,28/06/2017,170,241
1287,ISLAY (PORT ELLEN),1772,55.628,-6.19,,GBR,14/05/2012,170,244
1288,TOBERMORY,1491,56.623,-6.064,,GBR,28/06/2017,170,246
1289,ULLAPOOL,1112,57.895,-5.158,,GBR,28/06/2017,170,249
1290,STORNOWAY,314,58.208,-6.389,238.0,GBR,28/06/2017,170,251
1291,KINLOCHBERVIE,1775,58.457,-5.05,,GBR,28/06/2017,170,255
1292,PORTRUSH,1867,55.207,-6.657,,GBR,28/06/2017,170,261
1293,BELFAST,861,54.6,-5.917,,GBR,01/01/1980,170,271
1294,BELFAST 2,219,54.6,-5.917,,GBR,31/05/1989,170,272
1295,BANGOR,1856,54.665,-5.669,,GBR,28/06/2017,170,281
1296,FRENCH FRIGATE SHOALS,1372,23.867,-166.283,107.0,USA,14/10/2013,760,16
1297,FRENCH FRIGATE SHOALS B,2192,23.868,-166.288,107.0,USA,23/06/2014,760,17
1298,"PORT ALLEN, HANAPEPE BAY, KAUAI ISLAND",2129,21.903,-159.592,,USA,24/01/2012,760,19
1299,"NAWILIWILI BAY, KAUAI ISLAND",756,21.953,-159.355,,USA,02/02/2017,760,21
1300,HONOLULU,155,21.307,-157.867,108.0,USA,02/02/2017,760,31
1301,MOKUOLOE ISLAND,823,21.432,-157.79,,USA,02/02/2017,760,41
1302,"LANAI ISLAND, KAUMALAPAU",2273,20.78,-156.9,,USA,05/01/2016,760,43
1303,"KAHULUI HARBOR, MAUI ISLAND",521,20.895,-156.477,,USA,02/02/2017,760,51
1304,"KAWAIHAE, HAWAII ISLAND",2128,20.037,-155.83,,USA,02/02/2017,760,56
1305,"HILO, HAWAII ISLAND",300,19.73,-155.055,287.0,USA,02/02/2017,760,61
1306,MASSACRE BAY,491,52.833,173.2,,USA,01/01/1980,820,1
1307,ADAK SWEEPER COVE,487,51.863,-176.632,302.0,USA,02/02/2017,820,11
1308,"ATKA, NAZAN BAY",2303,52.232,-174.173,,USA,02/02/2017,820,12
1309,DUTCH HARBOR,390,53.9,-166.533,102.0,USA,01/01/1980,820,20
1310,UNALASKA,757,53.88,-166.537,102.0,USA,02/02/2017,820,21
1311,"PRUDHOE BAY, ALASKA",1857,70.4,-148.527,151.0,USA,02/02/2017,821,2
1312,"NOME, ALASKA",1800,64.5,-165.43,74.0,USA,02/02/2017,821,3
1313,"KING COVE, DEER PASSAGE",2302,55.062,-162.327,,USA,02/02/2017,821,5
1314,"SAND POINT, POPOF IS., AK",1634,55.337,-160.502,100.0,USA,02/02/2017,821,6
